-1.36985,0.854054,1.77994,-1.37,0.853976,1.77932
-1.37063,0.854035,1.78088,-1.37,0.853976,1.77932
-1.37145,0.854195,1.78117,-1.37,0.853976,1.77932
-1.37087,0.853891,1.78112,-1.37,0.853976,1.77932
1.83221,1.53471,2.13754,1.82868,1.53617,2.13287
1.83748,1.53198,2.14361,1.82868,1.53617,2.13287
1.83123,1.53423,2.14541,1.82868,1.53617,2.13287
1.82766,1.53693,2.148,1.82868,1.53617,2.13287
1.8244,1.53777,2.14569,1.82868,1.53617,2.13287
1.82765,1.53787,2.14486,1.82868,1.53617,2.13287
1.82928,1.53998,2.14474,1.82868,1.53617,2.13287
1.83069,1.53922,2.14446,1.82868,1.53617,2.13287
1.83088,1.53949,2.14317,1.82868,1.53617,2.13287
1.83154,1.53942,2.1428,1.82868,1.53617,2.13287
1.83146,1.53915,2.14322,1.82868,1.53617,2.13287
-1.33266,1.83027,1.7729,-1.33256,1.83038,1.7729
-0.183385,-1.46161,1.99878,-0.183385,-1.46161,-20
-1.6548,1.61432,1.8367,-1.6548,1.61432,-20
-1.11203,1.50285,1.96732,-1.11221,1.50275,1.9673
-1.11169,1.50284,1.96719,-1.11221,1.50275,1.9673
1.63242,-1.62734,1.79154,1.63268,-1.62734,1.79125
1.63199,-1.62726,1.79205,1.63268,-1.62734,1.79125
-1.02271,-1.036,1.88703,-1.02341,-1.03527,1.88592
-1.02267,-1.03707,1.88931,-1.02341,-1.03527,1.88592
-1.02454,-1.03733,1.88889,-1.02341,-1.03527,1.88592
-1.02515,-1.03856,1.88957,-1.02341,-1.03527,1.88592
-1.025,-1.03885,1.88853,-1.02341,-1.03527,1.88592
-1.02498,-1.03962,1.88875,-1.02341,-1.03527,1.88592
-1.90509,-1.33171,1.99535,-1.90509,-1.33171,-20
-1.90489,-1.33129,1.99579,-1.90509,-1.33171,1.99535
-1.90429,-1.33048,1.99628,-1.90509,-1.33171,1.99535
-1.90404,-1.33002,1.99705,-1.90509,-1.33171,1.99535
-0.964715,-1.73149,2.08087,-0.964715,-1.73149,-20
-0.96464,-1.73165,2.08103,-0.964715,-1.73149,2.08087
1.64845,1.57894,1.76644,1.64876,1.57771,1.76556
1.64745,1.57936,1.76669,1.64876,1.57771,1.76556
1.64512,1.57892,1.76639,1.64876,1.57771,1.76556
1.64455,1.58062,1.76606,1.64876,1.57771,1.76556
1.68972,1.57471,1.865,1.68941,1.57491,1.86476
1.69046,1.57445,1.86525,1.68941,1.57491,1.86476
1.69003,1.57472,1.86527,1.68941,1.57491,1.86476
-0.374747,0.913281,2.23427,-0.374882,0.913037,2.2324
-0.374229,0.913067,2.23597,-0.374882,0.913037,2.2324
-0.373686,0.911953,2.23668,-0.374882,0.913037,2.2324
-0.373679,0.910546,2.23622,-0.374882,0.913037,2.2324
-0.373524,0.909302,2.2354,-0.374882,0.913037,2.2324
-0.37417,0.90808,2.23531,-0.374882,0.913037,2.2324
-0.375893,0.906711,2.23557,-0.374882,0.913037,2.2324
-0.37493,0.905407,2.23527,-0.374882,0.913037,2.2324
-0.376083,0.905191,2.23514,-0.374882,0.913037,2.2324
-0.376694,0.905647,2.23546,-0.374882,0.913037,2.2324
-0.37667,0.905085,2.2354,-0.374882,0.913037,2.2324
1.80699,-0.673568,1.76587,0.849885,1.77636,-20
1.80679,-0.673785,1.76609,1.80699,-0.673568,1.76587
1.80651,-0.674071,1.76651,1.80699,-0.673568,1.76587
1.8068,-0.674253,1.7666,1.80699,-0.673568,1.76587
1.87436,0.533746,1.80088,1.87424,0.533675,1.80075
1.87465,0.533826,1.80105,1.87424,0.533675,1.80075
-1.96585,1.59052,2.19655,-1.96585,1.59052,-20
-1.96649,1.58916,2.19824,-1.96585,1.59052,2.19655
-1.96798,1.58739,2.20085,-1.96585,1.59052,2.19655
-1.96882,1.58509,2.20098,-1.96585,1.59052,2.19655
-1.96921,1.58426,2.20257,-1.96585,1.59052,2.19655
-1.9696,1.58391,2.20121,-1.96585,1.59052,2.19655
-1.97033,1.58442,2.20094,-1.96585,1.59052,2.19655
-1.97025,1.58476,2.20143,-1.96585,1.59052,2.19655
1.76841,1.85989,2.20966,1.7679,1.85918,2.20911
1.7689,1.86134,2.21042,1.7679,1.85918,2.20911
1.76977,1.86152,2.21114,1.7679,1.85918,2.20911
1.76923,1.86161,2.21159,1.7679,1.85918,2.20911
1.76923,1.8611,2.21163,1.7679,1.85918,2.20911
-1.3852,-1.29609,1.89684,-1.38428,-1.29435,1.89533
-1.38677,-1.29932,1.89533,-1.38428,-1.29435,1.89533
-1.38498,-1.29896,1.89302,-1.38428,-1.29435,1.89533
-1.38599,-1.29682,1.89292,-1.38428,-1.29435,1.89533
-1.38687,-1.29658,1.8944,-1.38428,-1.29435,1.89533
-1.38729,-1.29669,1.89561,-1.38428,-1.29435,1.89533
-1.38774,-1.29649,1.89638,-1.38428,-1.29435,1.89533
-1.38808,-1.29597,1.89633,-1.38428,-1.29435,1.89533
-0.544353,0.758362,2.24519,-0.544353,0.758362,-20
-0.810932,-1.2163,1.83991,-0.810932,-1.2163,-20
-0.908415,-1.19005,1.8739,-0.908269,-1.19059,1.87441
-0.810775,-1.2163,1.83999,-0.810932,-1.2163,1.83991
1.76451,-1.09269,1.92833,1.76428,-1.09276,1.92829
1.76468,-1.09309,1.92846,1.76428,-1.09276,1.92829
0.826199,0.184985,1.91726,0.825662,0.184787,1.91727
0.827382,0.184849,1.91736,0.825662,0.184787,1.91727
0.828065,0.184915,1.91793,0.825662,0.184787,1.91727
0.827865,0.184459,1.91787,0.825662,0.184787,1.91727
-0.200051,0.857883,1.98846,-0.200051,0.857883,-20
-0.213049,0.886386,2.07277,-0.213083,0.886442,2.07268
