-6.62436,-0.230303,-11.063,-7.54352,-6.41435,-10.5116,60.9473,gamma
-4.38114,-0.463969,9.28106,-2.30042,5.54747,20.3244,304.898,gamma
-5.5147,-0.655929,4.66782,-7.68635,-6.36455,-1.56436,132.962,gamma
-5.51439,-0.655366,4.66797,-5.5147,-0.655929,4.66782,86.4201,e-
-9.92612,-0.614251,-10.9352,-11.6145,-6.42195,-11.8218,60.9879,gamma
-9.94483,-0.577944,-10.9258,-11.6145,-6.42195,-11.8218,139.036,gamma
-9.94519,-0.577332,-10.9251,-9.94483,-0.577944,-10.9258,51.6425,e-
-5.1944,-0.235167,3.80391,-14.8282,3.27985,4.37388,178.031,gamma
10.1303,-0.465528,-3.78694,-2.79647,1.22247,-14.8038,57.4591,gamma
10.617,-0.313843,-3.75302,-2.79647,1.22247,-14.8038,434.086,gamma
10.6153,-0.305213,-3.75399,10.617,-0.313843,-3.75302,75.8548,e-
10.6154,-0.307385,-3.75274,10.617,-0.313843,-3.75302,61.683,e-
10.6159,-0.308765,-3.75182,10.617,-0.313843,-3.75302,67.6414,e-
10.6151,-0.308514,-3.75264,10.617,-0.313843,-3.75302,53.1782,e-
-3.29845,-0.682674,-9.28179,-4.19562,-3.17641,-14.8023,59.1349,gamma
-8.96822,-0.498896,-5.79457,-5.93133,-6.41548,-3.39165,92.7796,gamma
-8.97199,-0.500235,-5.7937,-5.93133,-6.41548,-3.39165,66.4117,gamma
4.15422,-0.433438,-8.89346,3.84007,-6.41332,-9.04217,297.03,gamma
6.43351,-0.576134,-10.6096,6.14679,-1.18846,-14.8123,121.715,gamma
4.80733,-0.539148,-10.7726,0.842091,-1.12176,-14.7716,211.575,gamma
4.80938,-0.539459,-10.7717,4.80733,-0.539148,-10.7726,54.0214,e-
-5.87924,-0.527996,-3.79455,-7.66312,-6.4199,-14.4944,115.598,gamma
-6.10141,-0.378209,-4.14213,-7.66312,-6.4199,-14.4944,145.062,gamma
-5.02235,-0.658011,7.85906,-5.83305,-6.25048,7.98671,362.129,gamma
