7.45419,-0.435532,-8.38498,14.8441,4.16859,-4.74095,239.045,gamma
10.8981,-0.701858,-9.78709,7.88276,-6.41517,-9.46256,76.6546,gamma
-6.15519,-0.357099,5.02658,-13.9905,-6.41602,-4.04616,179.509,gamma
-6.75116,-0.563148,4.47988,-13.9905,-6.41602,-4.04616,135.259,gamma
-6.75117,-0.562619,4.47965,-6.75116,-0.563148,4.47988,65.1395,e-
-11.0905,-0.696855,10.233,-14.8488,2.2488,11.7511,97.6779,gamma
-10.1462,-0.225312,-9.96277,-14.8315,4.75982,-8.79142,90.3499,gamma
-5.34477,-0.317903,-10.7389,-8.46761,-6.33274,-12.4887,212.382,gamma
-5.52947,-0.307639,-10.6766,-8.46761,-6.33274,-12.4887,103.757,gamma
-5.52943,-0.30773,-10.6762,-5.52947,-0.307639,-10.6766,53.7318,e-
-5.34322,-0.31622,-10.7385,-5.34477,-0.317903,-10.7389,63.8108,e-
4.75326,-0.281614,-6.58322,3.38901,1.12098,-14.8142,225.328,gamma
9.2117,-0.693574,-10.2267,4.56232,-6.41952,-0.305817,175.772,gamma
-10.9775,-0.518856,5.27866,-14.8364,1.1777,2.72117,220.975,gamma
-10.2883,-0.520244,-10.8451,-10.0258,-6.42007,-9.30077,103.346,gamma
-10.2651,-0.528283,-10.8291,-10.0258,-6.42007,-9.30077,144.693,gamma
-10.2655,-0.5279,-10.8288,-10.2651,-0.528283,-10.8291,52.7361,e-
-10.2882,-0.519633,-10.8452,-10.2883,-0.520244,-10.8451,51.454,e-
9.87952,-0.695593,-6.3865,3.72114,-6.42175,-7.17621,281.6,gamma
5.16432,-0.645435,-9.23841,6.21673,-2.56848,-14.8146,69.6594,gamma
5.16432,-0.645544,-9.23878,5.16432,-0.645435,-9.23841,62.361,e-
4.31041,-0.654999,-6.30312,3.74743,-6.41529,-7.39406,322.238,gamma
-8.61656,-0.408359,8.87675,-2.86106,-5.74598,14.489,521.73,gamma
-8.6232,-0.40293,8.87951,-8.61656,-0.408359,8.87675,58.196,e-
-8.62073,-0.399433,8.8782,-8.61656,-0.408359,8.87675,71.5351,e-
-8.6197,-0.402502,8.88118,-8.61656,-0.408359,8.87675,63.9297,e-
-8.26078,-0.272922,5.81703,14.8158,3.02643,11.9317,57.4587,gamma
-8.48193,-0.568161,5.93356,14.8158,3.02643,11.9317,227.932,gamma
-8.48596,-0.567497,5.9332,-8.48193,-0.568161,5.93356,51.5908,e-
-3.58633,-0.346744,4.18296,10.3972,-6.41876,0.806483,217.121,gamma
-3.58676,-0.345569,4.18124,-3.58633,-0.346744,4.18296,51.6766,e-
7.9287,-0.499136,-5.88966,6.35281,-6.42073,-5.1909,92.6489,gamma
7.96611,-0.51492,-5.8599,6.35281,-6.42073,-5.1909,129.622,gamma
-4.19879,-0.241421,-8.39024,-14.8465,2.60058,-6.25752,63.4772,gamma
-9.30038,-0.586208,5.83067,-11.4822,-6.40638,6.35046,199.66,gamma
8.07441,-0.446991,-9.39436,14.8496,-0.439705,-10.8395,108.213,gamma
6.37861,-0.444026,-5.95109,14.8452,3.01559,-9.95692,242.419,gamma
6.37643,-0.443828,-5.95182,6.37861,-0.444026,-5.95109,98.4871,e-
-6.572,-0.23647,5.36828,-14.8458,-0.269367,-2.61234,58.9357,gamma
-4.74662,-0.6759,-10.8063,0.375881,-6.37546,-11.2201,400.573,gamma
-4.74895,-0.672008,-10.8028,-4.74662,-0.6759,-10.8063,84.2083,e-
-4.75018,-0.67065,-10.8003,-4.74662,-0.6759,-10.8063,54.6336,e-
9.8854,-0.238713,-9.12413,14.8358,7.57295,-13.9294,83.2114,gamma
6.53851,-0.556159,-3.46678,13.9821,-4.10467,16.3148,65.5058,gamma
6.53624,-0.556679,-3.46527,13.9821,-4.10467,16.3148,128.543,gamma
6.53625,-0.556903,-3.46465,6.53624,-0.556679,-3.46527,56.74,e-
-4.90555,-0.211148,-8.99464,-14.8332,4.61783,-9.21084,66.9112,gamma
-9.95466,-0.249323,11.2148,-14.8325,-4.67896,9.88547,419.46,gamma
-9.95524,-0.24435,11.2193,-9.95466,-0.249323,11.2148,61.312,e-
-9.95729,-0.244226,11.222,-9.95466,-0.249323,11.2148,59.5725,e-
-9.95593,-0.242711,11.2236,-9.95466,-0.249323,11.2148,57.1977,e-
-9.95486,-0.243765,11.2247,-9.95466,-0.249323,11.2148,53.5675,e-
-9.95444,-0.244772,11.224,-9.95466,-0.249323,11.2148,79.5316,e-
-6.23335,-0.429657,-3.49921,-5.02023,-6.4249,0.50306,228.733,gamma
-6.2337,-0.429005,-3.49872,-6.23335,-0.429657,-3.49921,56.6896,e-
-8.81115,-0.2197,4.28521,-14.843,-3.21005,6.07317,75.8046,gamma
9.99503,-0.404948,-7.56993,9.4347,-6.40722,-1.22445,325.647,gamma
10.841,-0.328142,-9.64535,14.8458,5.85688,-6.79982,94.8966,gamma
-11.0975,-0.368154,6.17986,-12.9375,-6.39557,3.10126,349.683,gamma
-11.0952,-0.366264,6.17918,-11.0975,-0.368154,6.17986,121.972,e-
-3.2604,-0.321116,-3.46295,-4.1009,-6.40556,-6.73975,327.913,gamma
-3.25921,-0.321295,-3.46403,-3.2604,-0.321116,-3.46295,177.868,e-
10.1337,-0.573777,-10.9708,-4.72966,-5.49703,15.217,266.186,gamma
10.1329,-0.575849,-10.9733,10.1337,-0.573777,-10.9708,51.0604,e-
10.1327,-0.575782,-10.9732,10.1337,-0.573777,-10.9708,62.9652,e-
-5.12338,-0.491001,3.9192,-4.12422,-6.38247,0.374717,191.324,gamma
-5.22168,-0.623618,-8.35027,-4.09652,0.714501,-14.8168,158.153,gamma
-5.22102,-0.624598,-8.3511,-5.22168,-0.623618,-8.35027,57.6322,e-
-4.09657,-0.291375,-11.106,-3.29692,-0.126986,-14.802,260.959,gamma
-4.09903,-0.289088,-11.1058,-4.09657,-0.291375,-11.106,56.6029,e-
-8.44726,-0.267454,-8.57459,-3.16938,-6.41371,-9.94704,141.164,gamma
6.71717,-0.42251,-3.42657,-2.01061,-6.41826,6.62845,213.633,gamma
