8.04855,-0.330725,-9.29168,8.04855,26,-9.29168,178.571,
-8.28736,-0.23012,-4.86135,-8.28736,26,-4.86135,78.5714,
-8.25618,-0.218307,4.73003,-8.25618,26,4.73003,71.4286,
3.11105,-0.353055,-9.06639,3.11977,26,-9.11889,92.6344,
-8.59381,-0.270532,-9.1923,-8.59381,26,-9.1923,71.4286,
-8.03473,-0.204259,9.21835,-8.03473,26,9.21835,57.1429,
-3.27877,-0.292438,4.79109,-3.26964,26,4.75339,57.1429,
-4.02245,-0.255996,-9.16719,-4.02245,26,-9.16719,85.7143,
-3.99897,-0.32977,-9.30508,-3.99892,26,-9.30513,78.5714,
-7.81541,-0.254548,-9.28829,-7.81681,26,-9.28855,57.1429,
4.32894,-0.227497,-4.8945,4.32894,26,-4.8945,57.1429,
4.82395,-0.220087,-9.1085,4.8221,26,-9.1096,67.6279,
6.57878,-0.374781,-9.2249,6.57878,26,-9.2249,78.5714,
-4.85085,-0.214511,-9.11876,-4.85085,26,-9.11876,64.2857,
6.36274,-0.260935,-10.249,6.36274,26,-10.249,328.571,
8.55137,-0.322967,-9.10129,8.55137,26,-9.10129,78.5714,
-3.60695,-0.289984,9.29353,-3.6061,26,9.26143,70.4229,
-5.58646,-0.261941,-9.10793,-5.58646,26,-9.10793,71.4286,
5.75839,-0.235477,-9.29005,5.75839,26,-9.29005,57.1429,
9.97391,-0.210119,-4.89091,9.97391,26,-4.89091,92.8571,
8.08486,-0.228194,-4.80695,8.08486,26,-4.80695,64.2857,
-6.77701,-0.272906,6.52486,-6.77701,26,6.52486,253.313,
-7.25839,-0.229207,9.30134,-7.25839,26,9.30134,57.1429,
3.1977,-0.336635,-4.84155,3.1977,26,-4.84155,114.286,
-8.38959,-0.204984,9.10539,-8.38959,26,9.10539,71.4286,
-4.03927,-0.228261,9.27435,-4.03927,26,9.27435,64.2857,
5.00828,-0.37194,-4.83798,5.00828,26,-4.83798,128.571,
8.30544,-0.208699,-9.23223,8.30544,26,-9.23223,100,
-6.66201,-0.20722,-4.86937,-6.66201,26,-4.86937,85.7143,
-7.20808,-0.345655,-4.70096,-7.20808,26,-4.70096,128.571,
-3.4799,-0.414952,-4.8412,-3.4799,26,-4.8412,85.7143,
4.65668,-0.226714,-9.19901,4.65668,26,-9.19901,57.1429,
-3.41271,-0.235243,-4.80849,-3.41271,26,-4.80849,57.1429,
-3.88957,-0.22656,-4.71642,-3.88957,26,-4.71642,78.5714,
-4.96093,-0.242365,-9.05969,-0.758231,26,-9.3468,83.2497,
-4.82252,-0.452687,-9.13588,-4.82252,26,-9.13588,92.8571,
6.85585,-0.21302,-4.78094,6.85585,26,-4.78094,57.1429,
-3.90549,-0.295215,-4.87064,-3.90549,26,-4.87064,107.143,
-9.3518,-0.274516,-4.71706,-9.3518,26,-4.71706,57.1429,
10.624,-0.218015,-4.16679,10.3924,26,-4.9531,57.1429,
