-4.29182,-0.400449,5.91168,-6.71382,3.04856,5.84884,102.061,
10.7584,-0.322105,-4.73502,10.7584,26,-4.73502,157.143,
6.53049,-0.258076,-4.90183,6.53049,26,-4.90183,100,
-7.69132,-0.237404,9.1573,-7.69132,26,9.1573,64.2857,
-5.34694,-0.207133,9.24369,-5.34694,26,9.24369,71.4286,
-5.5726,-0.208805,9.10616,-5.5726,26,9.10616,78.5714,
-10.7608,-0.275396,4.85161,-10.7608,26,4.85161,92.8571,
3.32448,-0.259489,-9.2903,3.32448,26,-9.2903,64.2857,
-6.5676,-0.277946,9.25535,-6.5676,26,9.25535,71.4286,
-8.09186,-0.217795,-4.82344,-8.09186,26,-4.82344,71.4286,
-8.38836,-0.240252,-4.85331,-8.38836,26,-4.85331,57.1429,
-6.29392,-0.324735,4.89729,-6.29392,26,4.89729,221.429,
-4.13735,-0.46126,9.27772,-4.14372,26,9.26997,107.143,
-8.92035,-0.214495,9.13869,-8.92035,26,9.13869,57.1429,
7.54418,-0.206376,-4.81303,7.54418,26,-4.81303,57.1429,
9.99744,-0.286907,-9.23743,9.99744,26,-9.23743,139.79,
-3.89471,-0.205127,-9.27391,-3.89471,26,-9.27391,57.1429,
-9.9881,-0.221214,9.20036,-9.9881,26,9.20036,71.4286,
-5.57161,-0.434804,4.74086,-5.57161,26,4.74086,100,
-5.00454,-0.205,-9.3069,-5.00454,26,-9.3069,85.7143,
-5.56557,-0.344339,-4.70636,-5.56557,26,-4.70636,78.5714,
-6.66495,-0.208305,-4.76717,-6.66495,26,-4.76717,71.4286,
10.7939,-0.263874,-4.85304,10.7939,26,-4.85304,57.1429,
-9.88596,-0.205221,-4.85259,-9.88596,26,-4.85259,71.4286,
-4.84719,-0.216056,-9.21165,-4.84719,26,-9.21165,64.2857,
-3.48086,-0.211609,-9.19942,-3.48086,26,-9.19942,107.143,
3.49075,-0.237672,-4.88887,3.49075,26,-4.88887,71.4286,
4.39699,-0.253737,-4.78323,4.39699,26,-4.78323,78.5714,
-6.48693,-0.260447,4.70179,-6.48693,26,4.70179,128.571,
-10.466,-0.205361,9.29732,-10.466,26,9.29732,71.4286,
-7.26853,-0.217576,-4.69545,-7.26853,26,-4.69545,71.4286,
6.15509,-0.276819,-4.76022,6.15509,26,-4.76022,57.1429,
10.8722,-0.344219,-9.30606,10.8722,26,-9.30606,85.7143,
-4.19976,-0.267478,4.72951,-4.19976,26,4.72951,64.2857,
7.65554,-0.256513,-9.27919,7.65554,26,-9.27919,85.7143,
-8.71783,-0.225815,9.27426,-8.71783,26,9.27426,57.1429,
-9.86093,-0.227735,9.11577,-9.86093,26,9.11577,57.1429,
-3.21935,-0.22631,9.22709,-3.21935,26,9.22709,71.4286,
-3.8662,-0.235606,-9.19019,-3.8662,26,-9.19019,71.4286,
9.26486,-0.262794,-4.75119,9.26486,26,-4.75119,100,
11.0131,-0.364441,-9.20957,11.0131,26,-9.20957,78.5714,
-6.32635,-0.207067,-9.19195,-6.32635,26,-9.19195,71.4286,
-6.18282,-0.204957,4.90164,-6.18282,26,4.90164,78.5714,
-10.4926,-0.249115,-9.14667,-10.4926,26,-9.14667,71.4286,
4.49304,-0.257603,-9.23947,4.49304,26,-9.23947,100,
3.54958,-0.282757,-8.75014,1.57027,26,-9.56556,155.274,
-6.42332,-0.254984,4.84639,-6.42332,26,4.84639,85.7143,
4.07452,-0.370225,-9.28731,4.07452,26,-9.28731,92.8571,
-6.22877,-0.249994,9.12656,-6.22877,26,9.12656,78.5714,
-9.03427,-0.336539,-9.14412,-9.03427,26,-9.14412,85.7143,
-9.92756,-0.204674,4.69195,-9.92756,26,4.69195,57.1429,
-5.90435,-0.206575,-4.7389,-5.90435,26,-4.7389,57.1429,
4.01665,-0.205383,-9.3035,4.01665,26,-9.3035,64.2857,
6.53115,-0.223608,-9.16562,6.53115,26,-9.16562,57.1429,
8.0585,-0.207229,-4.78571,8.0585,26,-4.78571,107.143,
-4.94178,-0.318933,-4.72306,-4.94178,26,-4.72306,100,
9.01936,-0.214889,-9.11516,9.01936,26,-9.11516,64.2857,
-7.34324,-0.231645,-9.29196,-7.34324,26,-9.29196,64.2857,
-4.45084,-0.217842,9.10101,-4.45084,26,9.10101,85.7143,
-8.03687,-0.351562,4.89207,-8.03687,26,4.89207,121.429,
9.18304,-0.211022,-4.74017,9.18304,26,-4.74017,57.1429,
-9.63002,-0.323423,9.25217,-9.63002,26,9.25217,114.286,
-8.29425,-0.465142,-9.121,-8.29425,26,-9.121,100,
-4.98358,-0.322951,-9.0042,-4.97202,26,-9.19711,120.494,
5.13112,-0.25688,-4.74031,5.13112,26,-4.74031,92.8571,
5.66913,-0.230877,-9.15023,5.66913,26,-9.15023,71.4286,
-11.0703,-0.208395,-4.78691,-11.0703,26,-4.78691,64.2857,
8.73691,-0.232299,-9.09132,8.73691,26,-9.09132,78.5714,
-4.96213,-0.215584,-9.12829,-4.96213,26,-9.12829,78.5714,
